26 73|56 75|19 85|8 63|52 42|16 86|9 89|77 32|47 20|26 62|58 86|65 95|95 21|18 67|22 76|51 41|
49 32|65 29|53 54|61 33|29 69|45 40|73 59|92 82|49 29|77 12|35 94|42 69|0 70|40 81|50 64|74 61|
68 49|71 65|46 53|67 61|31 29|60 45|41 73|18 92|71 49|88 77|6 35|31 42|30 0|19 40|36 50|39 74|
68 51|71 35|46 47|67 39|31 71|60 55|41 27|18 8|71 51|88 23|6 65|31 58|30 100|19 60|36 50|39 26|
51 32|35 29|47 54|39 33|71 69|55 40|27 59|8 82|51 29|23 12|65 94|58 69|100 70|60 81|50 64|26 61|
32 49|29 65|54 53|33 61|69 29|40 45|59 73|82 92|29 49|12 77|94 35|69 42|70 0|81 40|64 50|61 74|
39 40|94 98|45 34|72 91|13 91|4 21|51 6|79 72|22 88|80 71|32 34|43 31|24 32|25 33|29 86|81 71|
61 40|6 98|55 34|28 91|87 91|96 21|49 6|21 72|78 88|20 71|68 34|57 31|76 32|75 33|71 86|19 71|
39 60|94 2|45 66|72 9|13 9|4 79|51 94|79 28|22 12|80 29|32 66|43 69|24 68|25 67|29 14|81 29|
40 39|98 94|34 45|91 72|91 13|21 4|6 51|72 79|88 22|71 80|34 32|31 43|32 24|33 25|86 29|71 81|
40 61|98 6|34 55|91 28|91 87|21 96|6 49|72 21|88 78|71 20|34 68|31 57|32 76|33 75|86 71|71 19|
61 60|6 2|55 66|28 9|87 9|96 79|49 94|21 28|78 12|20 29|68 66|57 69|76 68|75 67|71 14|19 29|
60 39|2 94|66 45|9 72|9 13|79 4|94 51|28 79|12 22|29 80|66 32|69 43|68 24|67 25|14 29|29 81|
72 50|27 35|55 32|33 36|16 3|64 51|33 72|49 17|90 55|19 40|25 87|80 4|4 42|14 39|34 17|52 16|
28 50|73 35|45 32|67 36|84 3|36 51|67 72|51 17|10 55|81 40|75 87|20 4|96 42|86 39|66 17|48 16|
72 50|27 65|55 68|33 64|16 97|64 49|33 28|49 83|90 45|19 60|25 13|80 96|4 58|14 61|34 83|52 84|
50 72|35 27|32 55|36 33|3 16|51 64|72 33|17 49|55 90|40 19|87 25|4 80|42 4|39 14|17 34|16 52|
50 28|35 73|32 45|36 67|3 84|51 36|72 67|17 51|55 10|40 81|87 75|4 20|42 96|39 86|17 66|16 48|
28 50|73 65|45 68|67 64|84 97|36 49|67 28|51 83|10 45|81 60|75 13|20 96|96 58|86 61|66 83|48 84|
50 72|65 27|68 55|64 33|97 16|49 64|28 33|83 49|45 90|60 19|13 25|96 80|58 4|61 14|83 34|84 52|
96 99|65 67|32 20|15 81|31 18|43 66|97 31|62 36|14 20|80 32|44 33|10 84|76 32|0 1|20 21|51 34|
4 99|35 67|68 20|85 81|69 18|57 66|3 31|38 36|86 20|20 32|56 33|90 84|24 32|100 1|80 21|49 34|
96 1|65 33|32 80|15 19|31 82|43 34|97 69|62 64|14 80|80 68|44 67|10 16|76 68|0 99|20 79|51 66|
99 96|67 65|20 32|81 15|18 31|66 43|31 97|36 62|20 14|32 80|33 44|84 10|32 76|1 0|21 20|34 51|
99 4|67 35|20 68|81 85|18 69|66 57|31 3|36 38|20 86|32 20|33 56|84 90|32 24|1 100|21 80|34 49|
4 1|35 33|68 80|85 19|69 82|57 34|3 69|38 64|86 80|20 68|56 67|90 16|24 68|100 99|80 79|49 66|
1 96|33 65|80 32|19 15|82 31|34 43|69 97|64 62|80 14|68 80|67 44|16 10|68 76|99 0|79 20|66 51|
89 7|25 19|32 81|47 66|9 16|40 25|48 66|25 29|39 69|74 88|55 24|69 21|32 35|16 18|28 31|68 23|
11 7|75 19|68 81|53 66|91 16|60 25|52 66|75 29|61 69|26 88|45 24|31 21|68 35|84 18|72 31|32 23|
89 93|25 81|32 19|47 34|9 84|40 75|48 34|25 71|39 31|74 12|55 76|69 79|32 65|16 82|28 69|68 77|
7 89|19 25|81 32|66 47|16 9|25 40|66 48|29 25|69 39|88 74|24 55|21 69|35 32|18 16|31 28|23 68|
7 11|19 75|81 68|66 53|16 91|25 60|66 52|29 75|69 61|88 26|24 45|21 31|35 68|18 84|31 72|23 32|
11 93|75 81|68 19|53 34|91 84|60 75|52 34|75 71|61 31|26 12|45 76|31 79|68 65|84 82|72 69|32 77|
93 89|81 25|19 32|34 47|84 9|75 40|34 48|71 25|31 39|12 74|76 55|79 69|65 32|82 16|69 28|77 68|
97 95|9 46|22 26|45 57|13 52|42 55|1 89|65 75|98 6|16 63|41 37|29 32|58 40|0 33|47 58|55 69|
3 95|91 46|78 26|55 57|87 52|58 55|99 89|35 75|2 6|84 63|59 37|71 32|42 40|100 33|53 58|45 69|
97 5|9 54|22 74|45 43|13 48|42 45|1 11|65 25|98 94|16 37|41 63|29 68|58 60|0 67|47 42|55 31|
95 97|46 9|26 22|57 45|52 13|55 42|89 1|75 65|6 98|63 16|37 41|32 29|40 58|33 0|58 47|69 55|
95 3|46 91|26 78|57 55|52 87|55 58|89 99|75 35|6 2|63 84|37 59|32 71|40 42|33 100|58 53|69 45|
3 5|91 54|78 74|55 43|87 48|58 45|99 11|35 25|2 94|84 37|59 63|71 68|42 60|100 67|53 42|45 31|
5 97|54 9|74 22|43 45|48 13|45 42|11 1|25 65|94 98|37 16|63 41|68 29|60 58|67 0|42 47|31 55|
17 96|78 47|30 0|18 58|30 2|62 49|66 96|15 8|29 38|16 8|9 3|32 49|57 79|18 50|31 4|55 51|
83 96|22 47|70 0|82 58|70 2|38 49|34 96|85 8|71 38|84 8|91 3|68 49|43 79|82 50|69 4|45 51|
17 4|78 53|30 100|18 42|30 98|62 51|66 4|15 92|29 62|16 92|9 97|32 51|57 21|18 50|31 96|55 49|
96 17|47 78|0 30|58 18|2 30|49 62|96 66|8 15|38 29|8 16|3 9|49 32|79 57|50 18|4 31|51 55|
96 83|47 22|0 70|58 82|2 70|49 38|96 34|8 85|38 71|8 84|3 91|49 68|79 43|50 82|4 69|51 45|
83 4|22 53|70 100|82 42|70 98|38 51|34 4|85 92|71 62|84 92|91 97|68 51|43 21|82 50|69 96|45 49|
4 17|53 78|100 30|42 18|98 30|51 62|4 66|92 15|62 29|92 16|97 9|51 32|21 57|50 18|96 31|49 55|
27 20|20 17|73 37|15 11|35 47|35 68|82 18|79 22|73 90|42 71|95 97|21 86|65 89|21 99|36 47|52 90|
73 20|80 17|27 37|85 11|65 47|65 68|18 18|21 22|27 90|58 71|5 97|79 86|35 89|79 99|64 47|48 90|
27 80|20 83|73 63|15 89|35 53|35 32|82 82|79 78|73 10|42 29|95 3|21 14|65 11|21 1|36 53|52 10|
20 27|17 20|37 73|11 15|47 35|68 35|18 82|22 79|90 73|71 42|97 95|86 21|89 65|99 21|47 36|90 52|
20 73|17 80|37 27|11 85|47 65|68 65|18 18|22 21|90 27|71 58|97 5|86 79|89 35|99 79|47 64|90 48|
73 80|80 83|27 63|85 89|65 53|65 32|18 82|21 78|27 10|58 29|5 3|79 14|35 11|79 1|64 53|48 10|
80 27|83 20|63 73|89 15|53 35|32 35|82 82|78 79|10 73|29 42|3 95|14 21|11 65|1 21|53 36|10 52|
36 48|84 42|89 51|63 96|20 12|16 9|72 13|26 62|79 1|99 60|28 40|55 74|3 86|5 0|24 62|53 77|
64 48|16 42|11 51|37 96|80 12|84 9|28 13|74 62|21 1|1 60|72 40|45 74|97 86|95 0|76 62|47 77|
36 52|84 58|89 49|63 4|20 88|16 91|72 87|26 38|79 99|99 40|28 60|55 26|3 14|5 100|24 38|53 23|
48 36|42 84|51 89|96 63|12 20|9 16|13 72|62 26|1 79|60 99|40 28|74 55|86 3|0 5|62 24|77 53|
48 64|42 16|51 11|96 37|12 80|9 84|13 28|62 74|1 21|60 1|40 72|74 45|86 97|0 95|62 76|77 47|
64 52|16 58|11 49|37 4|80 88|84 91|28 87|74 38|21 99|1 40|72 60|45 26|97 14|95 100|76 38|47 23|
52 36|58 84|49 89|4 63|88 20|91 16|87 72|38 26|99 79|40 99|60 28|26 55|14 3|100 5|38 24|23 53|
22 67|53 73|68 82|72 20|19 71|6 51|82 8|34 14|18 95|1 56|20 84|37 18|51 69|0 56|21 81|24 0|
78 67|47 73|32 82|28 20|81 71|94 51|18 8|66 14|82 95|99 56|80 84|63 18|49 69|100 56|79 81|76 0|
22 33|53 27|68 18|72 80|19 29|6 49|82 92|34 86|18 5|1 44|20 16|37 82|51 31|0 44|21 19|24 100|
67 22|73 53|82 68|20 72|71 19|51 6|8 82|14 34|95 18|56 1|84 20|18 37|69 51|56 0|81 21|0 24|
67 78|73 47|82 32|20 28|71 81|51 94|8 18|14 66|95 82|56 99|84 80|18 63|69 49|56 100|81 79|0 76|
78 33|47 27|32 18|28 80|81 29|94 49|18 92|66 86|82 5|99 44|80 16|63 82|49 31|100 44|79 19|76 100|
33 22|27 53|18 68|80 72|29 19|49 6|92 82|86 34|5 18|44 1|16 20|82 37|31 51|44 0|19 21|100 24|
12 48|31 2|74 63|46 45|37 94|99 32|39 18|63 90|83 93|16 50|79 51|40 64|99 96|34 10|43 42|65 90|
88 48|69 2|26 63|54 45|63 94|1 32|61 18|37 90|17 93|84 50|21 51|60 64|1 96|66 10|57 42|35 90|
12 52|31 98|74 37|46 55|37 6|99 68|39 82|63 10|83 7|16 50|79 49|40 36|99 4|34 90|43 58|65 10|
48 12|2 31|63 74|45 46|94 37|32 99|18 39|90 63|93 83|50 16|51 79|64 40|96 99|10 34|42 43|90 65|
48 88|2 69|63 26|45 54|94 63|32 1|18 61|90 37|93 17|50 84|51 21|64 60|96 1|10 66|42 57|90 35|
88 52|69 98|26 37|54 55|63 6|1 68|61 82|37 10|17 7|84 50|21 49|60 36|1 4|66 90|57 58|35 10|
52 12|98 31|37 74|55 46|6 37|68 99|82 39|10 63|7 83|50 16|49 79|36 40|4 99|90 34|58 43|10 65|
82 98|29 35|46 27|44 24|78 23|6 13|26 68|38 32|94 13|1 85|14 69|56 68|47 27|0 11|36 32|74 26|
18 98|71 35|54 27|56 24|22 23|94 13|74 68|62 32|6 13|99 85|86 69|44 68|53 27|100 11|64 32|26 26|
82 2|29 65|46 73|44 76|78 77|6 87|26 32|38 68|94 87|1 15|14 31|56 32|47 73|0 89|36 68|74 74|
98 82|35 29|27 46|24 44|23 78|13 6|68 26|32 38|13 94|85 1|69 14|68 56|27 47|11 0|32 36|26 74|
98 18|35 71|27 54|24 56|23 22|13 94|68 74|32 62|13 6|85 99|69 86|68 44|27 53|11 100|32 64|26 26|
18 2|71 65|54 73|56 76|22 77|94 87|74 32|62 68|6 87|99 15|86 31|44 32|53 73|100 89|64 68|26 74|
2 82|65 29|73 46|76 44|77 78|87 6|32 26|68 38|87 94|15 1|31 14|32 56|73 47|89 0|68 36|74 74|
23 58|41 75|14 30|80 66|23 84|39 88|4 6|35 64|8 94|83 51|96 8|77 99|75 92|22 39|36 78|38 83|
77 58|59 75|86 30|20 66|77 84|61 88|96 6|65 64|92 94|17 51|4 8|23 99|25 92|78 39|64 78|62 83|
23 42|41 25|14 70|80 34|23 16|39 12|4 94|35 36|8 6|83 49|96 92|77 1|75 8|22 61|36 22|38 17|
58 23|75 41|30 14|66 80|84 23|88 39|6 4|64 35|94 8|51 83|8 96|99 77|92 75|39 22|78 36|83 38|
58 77|75 59|30 86|66 20|84 77|88 61|6 96|64 65|94 92|51 17|8 4|99 23|92 25|39 78|78 64|83 62|
77 42|59 25|86 70|20 34|77 16|61 12|96 94|65 36|92 6|17 49|4 92|23 1|25 8|78 61|64 22|62 17|
42 23|25 41|70 14|34 80|16 23|12 39|94 4|36 35|6 8|49 83|92 96|1 77|8 75|61 22|22 36|17 38|
87 50|42 11|86 27|90 21|52 10|41 73|39 11|98 78|36 10|29 92|64 5|49 62|50 60|36 81|48 65|82 34|
13 50|58 11|14 27|10 21|48 10|59 73|61 11|2 78|64 10|71 92|36 5|51 62|50 60|64 81|52 65|18 34|
87 50|42 89|86 73|90 79|52 90|41 27|39 89|98 22|36 90|29 8|64 95|49 38|50 40|36 19|48 35|82 66|
50 87|11 42|27 86|21 90|10 52|73 41|11 39|78 98|10 36|92 29|5 64|62 49|60 50|81 36|65 48|34 82|
50 13|11 58|27 14|21 10|10 48|73 59|11 61|78 2|10 64|92 71|5 36|62 51|60 50|81 64|65 52|34 18|
13 50|58 89|14 73|10 79|48 90|59 27|61 89|2 22|64 90|71 8|36 95|51 38|50 40|64 19|52 35|18 66|
50 87|89 42|73 86|79 90|90 52|27 41|89 39|22 98|90 36|8 29|95 64|38 49|40 50|19 36|35 48|66 82|
41 54|89 15|93 82|97 94|84 22|47 0|50 71|17 33|54 15|6 24|66 48|76 70|36 96|49 5|69 53|94 86|
59 54|11 15|7 82|3 94|16 22|53 0|50 71|83 33|46 15|94 24|34 48|24 70|64 96|51 5|31 53|6 86|
41 46|89 85|93 18|97 6|84 78|47 100|50 29|17 67|54 85|6 76|66 52|76 30|36 4|49 95|69 47|94 14|
54 41|15 89|82 93|94 97|22 84|0 47|71 50|33 17|15 54|24 6|48 66|70 76|96 36|5 49|53 69|86 94|
54 59|15 11|82 7|94 3|22 16|0 53|71 50|33 83|15 46|24 94|48 34|70 24|96 64|5 51|53 31|86 6|
59 46|11 85|7 18|3 6|16 78|53 100|50 29|83 67|46 85|94 76|34 52|24 30|64 4|51 95|31 47|6 14|
46 41|85 89|18 93|6 97|78 84|100 47|29 50|67 17|85 54|76 6|52 66|30 76|4 36|95 49|47 69|14 94|
67 68|60 62|48 58|4 57|60 36|42 95|10 62|21 14|45 40|64 34|88 82|17 69|29 23|0 54|24 43|41 53|
33 68|40 62|52 58|96 57|40 36|58 95|90 62|79 14|55 40|36 34|12 82|83 69|71 23|100 54|76 43|59 53|
67 32|60 38|48 42|4 43|60 64|42 5|10 38|21 86|45 60|64 66|88 18|17 31|29 77|0 46|24 57|41 47|
68 67|62 60|58 48|57 4|36 60|95 42|62 10|14 21|40 45|34 64|82 88|69 17|23 29|54 0|43 24|53 41|
68 33|62 40|58 52|57 96|36 40|95 58|62 90|14 79|40 55|34 36|82 12|69 83|23 71|54 100|43 76|53 59|
33 32|40 38|52 42|96 43|40 64|58 5|90 38|79 86|55 60|36 66|12 18|83 31|71 77|100 46|76 57|59 47|
32 67|38 60|42 48|43 4|64 60|5 42|38 10|86 21|60 45|66 64|18 88|31 17|77 29|46 0|57 24|47 41|
61 56|35 64|14 74|29 33|5 76|15 36|52 98|26 58|99 54|76 57|53 85|45 23|51 18|0 30|1 77|54 77|
39 56|65 64|86 74|71 33|95 76|85 36|48 98|74 58|1 54|24 57|47 85|55 23|49 18|100 30|99 77|46 77|
61 44|35 36|14 26|29 67|5 24|15 64|52 2|26 42|99 46|76 43|53 15|45 77|51 82|0 70|1 23|54 23|
56 61|64 35|74 14|33 29|76 5|36 15|98 52|58 26|54 99|57 76|85 53|23 45|18 51|30 0|77 1|77 54|
56 39|64 65|74 86|33 71|76 95|36 85|98 48|58 74|54 1|57 24|85 47|23 55|18 49|30 100|77 99|77 46|
39 44|65 36|86 26|71 67|95 24|85 64|48 2|74 42|1 46|24 43|47 15|55 77|49 82|100 70|99 23|46 23|
44 61|36 35|26 14|67 29|24 5|64 15|2 52|42 26|46 99|43 76|15 53|77 45|82 51|70 0|23 1|23 54|
70 54|42 26|94 58|68 55|54 86|72 54|45 46|16 69|59 22|73 7|40 25|15 3|39 50|36 53|43 48|50 42|
30 54|58 26|6 58|32 55|46 86|28 54|55 46|84 69|41 22|27 7|60 25|85 3|61 50|64 53|57 48|50 42|
70 46|42 74|94 42|68 45|54 14|72 46|45 54|16 31|59 78|73 93|40 75|15 97|39 50|36 47|43 52|50 58|
54 70|26 42|58 94|55 68|86 54|54 72|46 45|69 16|22 59|7 73|25 40|3 15|50 39|53 36|48 43|42 50|
54 30|26 58|58 6|55 32|86 46|54 28|46 55|69 84|22 41|7 27|25 60|3 85|50 61|53 64|48 57|42 50|
30 46|58 74|6 42|32 45|46 14|28 46|55 54|84 31|41 78|27 93|60 75|85 97|61 50|64 47|57 52|50 58|
46 70|74 42|42 94|45 68|14 54|46 72|54 45|31 16|78 59|93 73|75 40|97 15|50 39|47 36|52 43|58 50|
19 51|67 79|65 5|41 54|66 56|3 83|69 55|23 51|26 76|97 82|53 43|71 55|55 22|0 50|14 79|28 54|
81 51|33 79|35 5|59 54|34 56|97 83|31 55|77 51|74 76|3 82|47 43|29 55|45 22|100 50|86 79|72 54|
19 49|67 21|65 95|41 46|66 44|3 17|69 45|23 49|26 24|97 18|53 57|71 45|55 78|0 50|14 21|28 46|
51 19|79 67|5 65|54 41|56 66|83 3|55 69|51 23|76 26|82 97|43 53|55 71|22 55|50 0|79 14|54 28|
51 81|79 33|5 35|54 59|56 34|83 97|55 31|51 77|76 74|82 3|43 47|55 29|22 45|50 100|79 86|54 72|
81 49|33 21|35 95|59 46|34 44|97 17|31 45|77 49|74 24|3 18|47 57|29 45|45 78|100 50|86 21|72 46|
49 19|21 67|95 65|46 41|44 66|17 3|45 69|49 23|24 26|18 97|57 53|45 71|78 55|50 0|21 14|46 28|
63 98|68 68|84 35|61 47|58 53|74 6|65 85|42 57|65 23|8 47|90 35|54 49|45 32|30 61|59 26|93 34|
37 98|32 68|16 35|39 47|42 53|26 6|35 85|58 57|35 23|92 47|10 35|46 49|55 32|70 61|41 26|7 34|
63 2|68 32|84 65|61 53|58 47|74 94|65 15|42 43|65 77|8 53|90 65|54 51|45 68|30 39|59 74|93 66|
98 63|68 68|35 84|47 61|53 58|6 74|85 65|57 42|23 65|47 8|35 90|49 54|32 45|61 30|26 59|34 93|
98 37|68 32|35 16|47 39|53 42|6 26|85 35|57 58|23 35|47 92|35 10|49 46|32 55|61 70|26 41|34 7|
37 2|32 32|16 65|39 53|42 47|26 94|35 15|58 43|35 77|92 53|10 65|46 51|55 68|70 39|41 74|7 66|
2 63|32 68|65 84|53 61|47 58|94 74|15 65|43 42|77 65|53 8|65 90|51 54|68 45|39 30|74 59|66 93|
58 3|75 74|78 85|99 33|18 19|0 0|76 21|27 47|20 81|67 60|68 54|75 68|1 99|54 9|58 0|89 28|
42 3|25 74|22 85|1 33|82 19|100 0|24 21|73 47|80 81|33 60|32 54|25 68|99 99|46 9|42 0|11 28|
58 97|75 26|78 15|99 67|18 81|0 100|76 79|27 53|20 19|67 40|68 46|75 32|1 1|54 91|58 100|89 72|
3 58|74 75|85 78|33 99|19 18|0 0|21 76|47 27|81 20|60 67|54 68|68 75|99 1|9 54|0 58|28 89|
3 42|74 25|85 22|33 1|19 82|0 100|21 24|47 73|81 80|60 33|54 32|68 25|99 99|9 46|0 42|28 11|
42 97|25 26|22 15|1 67|82 81|100 100|24 79|73 53|80 19|33 40|32 46|25 32|99 1|46 91|42 100|11 72|
97 58|26 75|15 78|67 99|81 18|100 0|79 76|53 27|19 20|40 67|46 68|32 75|1 1|91 54|100 58|72 89|
51 35|97 87|86 55|5 26|32 76|30 66|29 85|78 71|49 43|11 34|88 78|36 20|98 49|17 0|58 47|83 57|
49 35|3 87|14 55|95 26|68 76|70 66|71 85|22 71|51 43|89 34|12 78|64 20|2 49|83 0|42 47|17 57|
51 65|97 13|86 45|5 74|32 24|30 34|29 15|78 29|49 57|11 66|88 22|36 80|98 51|17 100|58 53|83 43|
35 51|87 97|55 86|26 5|76 32|66 30|85 29|71 78|43 49|34 11|78 88|20 36|49 98|0 17|47 58|57 83|
35 49|87 3|55 14|26 95|76 68|66 70|85 71|71 22|43 51|34 89|78 12|20 64|49 2|0 83|47 42|57 17|
49 65|3 13|14 45|95 74|68 24|70 34|71 15|22 29|51 57|89 66|12 22|64 80|2 51|83 100|42 53|17 43|
65 51|13 97|45 86|74 5|24 32|34 30|15 29|29 78|57 49|66 11|22 88|80 36|51 98|100 17|53 58|43 83|
64 20|59 21|48 48|87 76|43 37|69 18|29 99|38 76|26 38|33 13|72 62|11 7|70 17|30 47|39 75|67 57|
36 20|41 21|52 48|13 76|57 37|31 18|71 99|62 76|74 38|67 13|28 62|89 7|30 17|70 47|61 75|33 57|
64 80|59 79|48 52|87 24|43 63|69 82|29 1|38 24|26 62|33 87|72 38|11 93|70 83|30 53|39 25|67 43|
20 64|21 59|48 48|76 87|37 43|18 69|99 29|76 38|38 26|13 33|62 72|7 11|17 70|47 30|75 39|57 67|
20 36|21 41|48 52|76 13|37 57|18 31|99 71|76 62|38 74|13 67|62 28|7 89|17 30|47 70|75 61|57 33|
36 80|41 79|52 52|13 24|57 63|31 82|71 1|62 24|74 62|67 87|28 38|89 93|30 83|70 53|61 25|33 43|
80 64|79 59|52 48|24 87|63 43|82 69|1 29|24 38|62 26|87 33|38 72|93 11|83 70|53 30|25 39|43 67|
85 28|90 14|7 62|52 56|19 79|63 57|88 19|99 86|56 70|94 6|51 54|24 61|24 64|0 94|51 58|57 73|
15 28|10 14|93 62|48 56|81 79|37 57|12 19|1 86|44 70|6 6|49 54|76 61|76 64|100 94|49 58|43 73|
85 72|90 86|7 38|52 44|19 21|63 43|88 81|99 14|56 30|94 94|51 46|24 39|24 36|0 6|51 42|57 27|
28 85|14 90|62 7|56 52|79 19|57 63|19 88|86 99|70 56|6 94|54 51|61 24|64 24|94 0|58 51|73 57|
28 15|14 10|62 93|56 48|79 81|57 37|19 12|86 1|70 44|6 6|54 49|61 76|64 76|94 100|58 49|73 43|
15 72|10 86|93 38|48 44|81 21|37 43|12 81|1 14|44 30|6 94|49 46|76 39|76 36|100 6|49 42|43 27|
72 85|86 90|38 7|44 52|21 19|43 63|81 88|14 99|30 56|94 94|46 51|39 24|36 24|6 0|42 51|27 57|
40 87|93 57|49 35|75 26|99 61|43 50|29 19|75 14|42 11|8 21|42 76|43 73|77 9|20 20|31 18|40 54|
60 87|7 57|51 35|25 26|1 61|57 50|71 19|25 14|58 11|92 21|58 76|57 73|23 9|80 20|69 18|60 54|
40 13|93 43|49 65|75 74|99 39|43 50|29 81|75 86|42 89|8 79|42 24|43 27|77 91|20 80|31 82|40 46|
87 40|57 93|35 49|26 75|61 99|50 43|19 29|14 75|11 42|21 8|76 42|73 43|9 77|20 20|18 31|54 40|
87 60|57 7|35 51|26 25|61 1|50 57|19 71|14 25|11 58|21 92|76 58|73 57|9 23|20 80|18 69|54 60|
60 13|7 43|51 65|25 74|1 39|57 50|71 81|25 86|58 89|92 79|58 24|57 27|23 91|80 80|69 82|60 46|
13 40|43 93|65 49|74 75|39 99|50 43|81 29|86 75|89 42|79 8|24 42|27 43|91 77|80 20|82 31|46 40|
30 33|63 24|74 41|91 54|86 52|20 57|42 90|32 73|49 58|9 19|39 48|7 57|8 18|0 58|10 21|72 39|
70 33|37 24|26 41|9 54|14 52|80 57|58 90|68 73|51 58|91 19|61 48|93 57|92 18|100 58|90 21|28 39|
30 67|63 76|74 59|91 46|86 48|20 43|42 10|32 27|49 42|9 81|39 52|7 43|8 82|0 42|10 79|72 61|
33 30|24 63|41 74|54 91|52 86|57 20|90 42|73 32|58 49|19 9|48 39|57 7|18 8|58 0|21 10|39 72|
33 70|24 37|41 26|54 9|52 14|57 80|90 58|73 68|58 51|19 91|48 61|57 93|18 92|58 100|21 90|39 28|
70 67|37 76|26 59|9 46|14 48|80 43|58 10|68 27|51 42|91 81|61 52|93 43|92 82|100 42|90 79|28 61|
67 30|76 63|59 74|46 91|48 86|43 20|10 42|27 32|42 49|81 9|52 39|43 7|82 8|42 0|79 10|61 72|
9 86|48 29|80 13|55 35|99 2|45 18|24 33|79 29|99 83|29 69|1 8|12 19|82 49|0 94|47 30|52 36|
91 86|52 29|20 13|45 35|1 2|55 18|76 33|21 29|1 83|71 69|99 8|88 19|18 49|100 94|53 30|48 36|
9 14|48 71|80 87|55 65|99 98|45 82|24 67|79 71|99 17|29 31|1 92|12 81|82 51|0 6|47 70|52 64|
86 9|29 48|13 80|35 55|2 99|18 45|33 24|29 79|83 99|69 29|8 1|19 12|49 82|94 0|30 47|36 52|
86 91|29 52|13 20|35 45|2 1|18 55|33 76|29 21|83 1|69 71|8 99|19 88|49 18|94 100|30 53|36 48|
91 14|52 71|20 87|45 65|1 98|55 82|76 67|21 71|1 17|71 31|99 92|88 81|18 51|100 6|53 70|48 64|
14 9|71 48|87 80|65 55|98 99|82 45|67 24|71 79|17 99|31 29|92 1|81 12|51 82|6 0|70 47|64 52|
34 77|31 82|51 88|69 14|28 62|50 95|18 99|24 63|71 42|66 25|24 80|1 56|98 83|22 87|49 93|72 44|
66 77|69 82|49 88|31 14|72 62|50 95|82 99|76 63|29 42|34 25|76 80|99 56|2 83|78 87|51 93|28 44|
34 23|31 18|51 12|69 86|28 38|50 5|18 1|24 37|71 58|66 75|24 20|1 44|98 17|22 13|49 7|72 56|
77 34|82 31|88 51|14 69|62 28|95 50|99 18|63 24|42 71|25 66|80 24|56 1|83 98|87 22|93 49|44 72|
77 66|82 69|88 49|14 31|62 72|95 50|99 82|63 76|42 29|25 34|80 76|56 99|83 2|87 78|93 51|44 28|
66 23|69 18|49 12|31 86|72 38|50 5|82 1|76 37|29 58|34 75|76 20|99 44|2 17|78 13|51 7|28 56|
23 34|18 31|12 51|86 69|38 28|5 50|1 18|37 24|58 71|75 66|20 24|44 1|17 98|13 22|7 49|56 72|
12 74|93 34|6 91|97 29|47 2|91 50|41 46|47 8|95 53|15 16|17 56|25 15|51 33|0 9|41 44|86 43|
88 74|7 34|94 91|3 29|53 2|9 50|59 46|53 8|5 53|85 16|83 56|75 15|49 33|100 9|59 44|14 43|
12 26|93 66|6 9|97 71|47 98|91 50|41 54|47 92|95 47|15 84|17 44|25 85|51 67|0 91|41 56|86 57|
74 12|34 93|91 6|29 97|2 47|50 91|46 41|8 47|53 95|16 15|56 17|15 25|33 51|9 0|44 41|43 86|
74 88|34 7|91 94|29 3|2 53|50 9|46 59|8 53|53 5|16 85|56 83|15 75|33 49|9 100|44 59|43 14|
88 26|7 66|94 9|3 71|53 98|9 50|59 54|53 92|5 47|85 84|83 44|75 85|49 67|100 91|59 56|14 57|
26 12|66 93|9 6|71 97|98 47|50 91|54 41|92 47|47 95|84 15|44 17|85 25|67 51|91 0|56 41|57 86|
41 9|68 26|57 45|61 37|50 1|83 21|2 3|74 40|23 8|8 5|35 66|30 81|75 42|18 99|76 28|76 43|
59 9|32 26|43 45|39 37|50 1|17 21|98 3|26 40|77 8|92 5|65 66|70 81|25 42|82 99|24 28|24 43|
41 91|68 74|57 55|61 63|50 99|83 79|2 97|74 60|23 92|8 95|35 34|30 19|75 58|18 1|76 72|76 57|
9 41|26 68|45 57|37 61|1 50|21 83|3 2|40 74|8 23|5 8|66 35|81 30|42 75|99 18|28 76|43 76|
9 59|26 32|45 43|37 39|1 50|21 17|3 98|40 26|8 77|5 92|66 65|81 70|42 25|99 82|28 24|43 24|
59 91|32 74|43 55|39 63|50 99|17 79|98 97|26 60|77 92|92 95|65 34|70 19|25 58|82 1|24 72|24 57|
91 41|74 68|55 57|63 61|99 50|79 83|97 2|60 74|92 23|95 8|34 35|19 30|58 75|1 18|72 76|57 76|
85 14|31 53|39 47|82 36|81 88|56 22|15 18|72 71|95 30|78 43|12 60|67 44|80 35|0 11|57 22|76 74|
15 14|69 53|61 47|18 36|19 88|44 22|85 18|28 71|5 30|22 43|88 60|33 44|20 35|100 11|43 22|24 74|
85 86|31 47|39 53|82 64|81 12|56 78|15 82|72 29|95 70|78 57|12 40|67 56|80 65|0 89|57 78|76 26|
14 85|53 31|47 39|36 82|88 81|22 56|18 15|71 72|30 95|43 78|60 12|44 67|35 80|11 0|22 57|74 76|
14 15|53 69|47 61|36 18|88 19|22 44|18 85|71 28|30 5|43 22|60 88|44 33|35 20|11 100|22 43|74 24|
15 86|69 47|61 53|18 64|19 12|44 78|85 82|28 29|5 70|22 57|88 40|33 56|20 65|100 89|43 78|24 26|
